product,img,score,title,pros,cons,body
Travelin' Nyborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42,https://media.s-bol.com/gkGx5G1lVVm6/550x361.jpg,klantbeoordeling: 4 van de 5 sterren,Fijne wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Schoenen zitten lekker , hoefde er niet aan te wennen"
Travelin' Nyborg - Hoge Dames wandelschoenen - Waterdicht en ademend - Bruin Leer - Maat 42,https://media.s-bol.com/gkGx5G1lVVm6/550x361.jpg,klantbeoordeling: 5 van de 5 sterren,En nog een kilometer!  :-),['Goede kwaliteit'],[],"Lichte, stevige en waterdichte schoen."
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 4 van de 5 sterren,Fijne wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],loopt erg lekker
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,Fijne wandelschoenen vanaf het eerste moment,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"Hele fijne wandelschoenen, ik kon er gelijk een hele dag op wandelen zonder ze in te lopen. Ook echt waterdicht en hele goede grip in rotsachtige gebieden, echt een aanrader!"
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,De wandelschoenen beantwoorden aan mijn verwachtingen,[],[],De levering was punctueel en correct. De prijs van de schoenen was interessant en de schoenen beantwoorden aan mijn verwachtingen.
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,Wandelschoenen,[],[],"Heerlijk om te wandelen, licht gewicht en waterdicht. Top"
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,Geweldig!,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Loopt heerlijk,zit goed  en comfortabel. een aanrader."
Travelin' Svendborg - Lage Heren wandelschoenen - Waterdicht en ademend - Grijs Leer - Maat 44,https://media.s-bol.com/xlB1PNp9A3ol/550x308.jpg,klantbeoordeling: 5 van de 5 sterren,Hele goede wandelschoenen.,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],Goede kwaliteit wandelschoenen .Lopen heel prettig.
Regatta Holcombe Wandelschoenen Mannen - Grijs - Maat 43,https://media.s-bol.com/R1mjWQNMRJWw/DYpOwY/550x404.jpg,klantbeoordeling: 3 van de 5 sterren,Maat 45 is aan de krappe kant. Deze maat is eerder 44 of 44 1/2,['goede prijs/kwaliteit verhouding'],['voldoet niet aan verwachting'],"Ik heb deze schoen besteld in maat 45. Echter de schoenen zijn te krap. In de schoen zelf staat maat 45 aangegeven. En ook de maat Engelse maatvoering 10UK. Echter maat 10UK is geen maat 45, eerder 44 of 44 1/2. Beter is het om een maat groter te bestellen."
Regatta Holcombe Wandelschoenen Mannen - Grijs - Maat 43,https://media.s-bol.com/R1mjWQNMRJWw/DYpOwY/550x404.jpg,klantbeoordeling: 5 van de 5 sterren,mooie stevige wandelschoenen.,"['voldoet aan verwachting', 'Goede kwaliteit']",[],"fijne stevige schoenen,ze waren wel iets krap voorin dus ik heb ze laten uitrekken bij de schoenmaker.kan mensen met deze maat adviseren om 47 half te nemen."
Regatta Holcombe Wandelschoenen Mannen - Grijs - Maat 43,https://media.s-bol.com/R1mjWQNMRJWw/DYpOwY/550x404.jpg,klantbeoordeling: 4 van de 5 sterren,Wandelen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],"Prima , stevige wandelschoen. Alleen de binnenkant van de hiel zou steviger kunnen."
Grisport Ranger Mid wandelschoenen beige Nubuck - Dames - Maat 40,https://media.s-bol.com/Vn99L2w9oXRM/jY5Y8q4/550x379.jpg,klantbeoordeling: 5 van de 5 sterren,Grisport veel buiten gedragen,['Voldoet aan verwachting'],[],Zat eerst wat krap maar loopt nu als gegoten.Kunnen regelmatig gebruik aan.Met de veters is strakte af te stellen.Mooi profiel.Fijne hielsteun.
Grisport Ranger Mid wandelschoenen beige Nubuck - Dames - Maat 40,https://media.s-bol.com/Vn99L2w9oXRM/jY5Y8q4/550x379.jpg,klantbeoordeling: 5 van de 5 sterren,Heerlijk wandelen,[],[],heerlijke wandelschoen lopen gelijk lekker
Skechers Arch Fit Dawson Millard Heren Sneakers - Grijs - Maat 42,https://media.s-bol.com/3rjEw6BgL4xA/m7l2gp/550x434.jpg,klantbeoordeling: 5 van de 5 sterren,Ideale schoenen lopen licht,[],[],Deze schoenen zijn zeer geschikt voor mij aangezien ik zeer moeilijk loop . Ik heb er behoorlijke steun aan
Skechers Arch Fit Dawson Millard Heren Sneakers - Grijs - Maat 42,https://media.s-bol.com/3rjEw6BgL4xA/m7l2gp/550x434.jpg,klantbeoordeling: 4 van de 5 sterren,Heel comfortabele lichte schoen,[],[],Goede aankoop. Echt aanrader.
Travelin' Assens Heren wandelschoenen - Watericht en Ademend - VIBRAM zool - Bruin leer - Maat 44,https://media.s-bol.com/k6YAxqWQ2nZ5/KOgDp6G/550x383.jpg,klantbeoordeling: 5 van de 5 sterren,Ik was zeer verrast..,[],[],"hehe,  eindelijk iemand die een wandelaarsvoet begrijpt..niet alleen dat,, ben zelf heel vaak buiten,  meestal op onverharde wegen en paden.en echt,, ik heb veel schoenen versleten,  waarvan steeds dure merken. achteraf was dat het net niet.affijn...Deze schoenen zitten werkelijk perfect,  ook bij het lopen heb je geweldige steun om je enkel en voet.zelfs bij het stappen krijg je niet zo'n klap op je rug...goede stevige veters waar je gemakkelijk een wandelaars knoop in legt.prachtig afgewerkt,  fijne stiksels, echt wol en leer..ik zeg: proberen..."
Travelin' Assens Heren wandelschoenen - Watericht en Ademend - VIBRAM zool - Bruin leer - Maat 44,https://media.s-bol.com/k6YAxqWQ2nZ5/KOgDp6G/550x383.jpg,klantbeoordeling: 5 van de 5 sterren,ouderwets goede TOP service,['Goede kwaliteit'],[],"Snél geleverd, prima verpakt en zagen er goed uit. Bij eerst wandeling klein gebrek opgemerkt. Binnen 2 dagen opgelost: nieuw paar (en wat gebruikstips)! Geen gezeur of gedoe. Dit is niet anders dan tóp (en eigenlijk zoals het hoort)."
Travelin' Assens Heren wandelschoenen - Watericht en Ademend - VIBRAM zool - Bruin leer - Maat 44,https://media.s-bol.com/k6YAxqWQ2nZ5/KOgDp6G/550x383.jpg,klantbeoordeling: 5 van de 5 sterren,Perfect voor mijn werk,['Voldoet aan verwachting'],[],Stevig en waterdicht
Jack Wolfskin Vojo 3 Texapore Low Wandelschoenen Dames - Maat 42,https://media.s-bol.com/JQokqqQK20pP/550x374.jpg,klantbeoordeling: 1 van de 5 sterren,Maatvoering klopt niet,[],['voldoet niet aan verwachting'],"Maat 42 komt niet in de buurt van een maat 42, voor een maat 41 zit die al niet ruim"
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Schoenen lopen heerlijk. Ook in het bos en in bergachtig gebied.In een woord Top
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 4 van de 5 sterren,Prettig wandelen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],Lopen heerlijk met een fijne zool en leest
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Fijn,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Heerlijke soepele wndelschoenen die ook warm zitten
Travelin' Svendborg - Lage Dames wandelschoenen - Waterdicht en ademend - Blauw Leer - Maat 39,https://media.s-bol.com/koLZ8OvLRgPN/xGp0OBn/550x364.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['voldoet aan verwachting'],[],Comfortabel
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 39.5,https://media.s-bol.com/Rwwpq4AZ3vxO/xvZjDjq/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Goede degelijke wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Wandel al meerdere jaren op deze schoen. Koop nu weer exact dezelfde. Goed is goed. De schoen is robuust, degelijk, waterdicht, gewoon goed."
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 39.5,https://media.s-bol.com/Rwwpq4AZ3vxO/xvZjDjq/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Hele fijne wandelschoenen,"['voldoet aan verwachting', 'Goede kwaliteit', 'Kleur komt overeen met afbeelding']",[],"Dit zijn heerlijke wandelschoenen. Heb erop gelopen in Australië (6 weken) en in Zuid- en Midden-Amerika (1 jaar). Heb bergen beklommen, rivieren overgestoken, in warmte en kou. Ze hebben het allemaal overleefd. Moet wel zeggen dat als je echt een rivier gaat oversteken ze uiteindelijk toch wel nat worden doordat water naar binnen komt (meestal via de bovenkant). Ze drogen ook wat langzaam. Ik heb normaliter maat 41 maar deze schoenen heb ik een maat groter gekocht. Ik heb bulten op mijn hielen die de achterkant vaak kapot schuren. Dit is uiteindelijk bij één van de schoenen ook gebeurd maar pas toen ik er al een jaar op had gelopen (bijna elke dag aan)."
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 39.5,https://media.s-bol.com/Rwwpq4AZ3vxO/xvZjDjq/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Dat was weer thuiskomen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Al eerder Meindl's gehad en kende de pasvorm. Daarom was online bestellen hier een optie. Snelle levering
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 39.5,https://media.s-bol.com/Rwwpq4AZ3vxO/xvZjDjq/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Excellente wandelbottinen,"['voldoet aan verwachting', 'Goede kwaliteit']",[],"Heel goede wandelbottinen , direct ok bij eerste wandeling , geen inlooptijd nodig ."
Meindl Vakuum Ultra Gore-tex Dames Wandelschoenen 2848-96 - Kleur Bruin - Maat 39.5,https://media.s-bol.com/Rwwpq4AZ3vxO/xvZjDjq/550x527.jpg,klantbeoordeling: 5 van de 5 sterren,Fantastisch,['voldoet aan verwachting'],[],Nou helemaal wat we er van verwachten
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Heel tevreden,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Heel aangenaam om het dragen ,en mooie wandelingen te doen in de bergen van Spanje"
Travelin' Aborg - Dames Wandelschoenen - Waterdicht en ademend - Donkergrijs leer - Maat 42,https://media.s-bol.com/k6YAxEyl0KO5/xGpg3ll/550x414.jpg,klantbeoordeling: 5 van de 5 sterren,Een lichte maar stevige wandelschoen.,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],"Dit is een stevige smalle wandelschoen waarin mijn voet en enkel goed gesteund worden.  Het eerste kwartier had ik wat last van de stevige tong aan mijn scheenbeen maar door het gebruik ging dit snel over.  Ik heb er de eerste keer al een wandeling van 15 km mee kunnen doen zonder pijn of blaren.Het is ook best een lichte schoen, hij ziet er veel robuuster uit.  Ik ben blij met deze aankoop."
Grisport Torino Mid Wandelschoenen Unisex - Azure - Maat 40,https://media.s-bol.com/nN0r53Jq66PR/oQkY0VY/550x375.jpg,klantbeoordeling: 1 van de 5 sterren,"Zeer slechte kwaliteit, niet kopen!","['Kleur komt overeen met afbeelding', 'Gebruiksvriendelijk']","['voldoet niet aan verwachting', 'slechte kwaliteit', 'slechte prijs/kwaliteit verhouding']","Deze schoenen zijn erg slecht. Het eerste paar dat ik bestelde had na +/- 4 (ongeveer 450 kilometer lopen) weken de beide zolen van links naar rechts volledig doorgescheurd. Ik kreeg van Bol (super service!) een nieuw paar toegestuurd en dat is na ongeveer de zelfde tijd en afstand in dezelfde staat. Ik krijg nu mijn geld van Bol terug, maar ik zal dit merk 'schoenen' nooit meer kopen. Wees gewaarschuwd, deze schoenen gaan maximaal 500 kilometer mee!!!"
Grisport Torino Mid Wandelschoenen Unisex - Azure - Maat 40,https://media.s-bol.com/nN0r53Jq66PR/oQkY0VY/550x375.jpg,klantbeoordeling: 2 van de 5 sterren,"Helaas, slechte kwaliteit",[],"['voldoet niet aan verwachting', 'slechte kwaliteit']","In juni besteld, helaas valt de zool uit nu al volledig uit elkaar. Erg teleurstellend.. de lage variant beviel mij beter, helaas niet meer te verkrijgen"
Grisport Torino Mid Wandelschoenen Unisex - Azure - Maat 40,https://media.s-bol.com/nN0r53Jq66PR/oQkY0VY/550x375.jpg,klantbeoordeling: 3 van de 5 sterren,pasvorm ok maar natte voeten,[],"['voldoet niet aan verwachting', 'slechte kwaliteit', 'niet gebruiksvriendelijk']","Ik heb deze schoenen nu 5 x gedragen tijdens wandelingen met de hond. Ik heb ze behandeld met waterafstotende spray , dit helpt voor de bovenkant maar mijn wandelsokken  zijn nat aan de onderkant en dit is niet vanwege zweetvoeten!Altijd de duurdere variant grisport gehad deze waren prima helaas zeer teleurgesteld"
Grisport Torino Mid Wandelschoenen Unisex - Azure - Maat 40,https://media.s-bol.com/nN0r53Jq66PR/oQkY0VY/550x375.jpg,klantbeoordeling: 5 van de 5 sterren,goede wandelschoen,[],[],"na mijn afgedankte wandelschoenen heb ik via bol een goede en lichte wandelschoen gevonden, je loopt er zo mee weg ze zijn niet zwaar en ook niet duur, het materiaal is waterafstotend en de zool is stevig"
Grisport Torino Mid Wandelschoenen Unisex - Azure - Maat 40,https://media.s-bol.com/nN0r53Jq66PR/oQkY0VY/550x375.jpg,klantbeoordeling: 4 van de 5 sterren,Heerlijke wandelschoen,"['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],Ze gaan niet lang mee. Maar ik moet er bij zeggen dat ik gemiddeld 300 km per maand loop. Na 3 a 4 maanden zijn ze aan vervanging toe. Ze lopen meteen heel erg lekker daarom bestel ik ze steeds weer opnieuw
Grisport Torino Mid Wandelschoenen Unisex - Azure - Maat 40,https://media.s-bol.com/nN0r53Jq66PR/oQkY0VY/550x375.jpg,klantbeoordeling: 2 van de 5 sterren,Schoen,[],['slechte kwaliteit'],Gekocht in september 2019Nu de zool stuk vandaag gebeld krijg weer nieuwe oude weer op sturen
The North Face W HEDGEHOG FASTPACK WP (EU) Wandelschoenen Vrouwen - Maat 40,https://media.s-bol.com/qAlEgV0WXlPG/pgp3JZV/550x253.jpg,klantbeoordeling: 5 van de 5 sterren,fijne wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],"Fijne lichte schoen, wel 1 maat groter besteld dan dat ik normaal heb ivm uitzetten voeten"
Regatta Lady Holcombe IEP Waterdichte Middelhoge Wandellaarzen - Wandelschoenen - Vrouwen - Zwart Blauw,https://media.s-bol.com/mwJvkj7N9l00/550x393.jpg,klantbeoordeling: 4 van de 5 sterren,tevreden,['voldoet aan verwachting'],[],prettige wandelschoen
Meindl Eppan Gore-tex Dames Wandelschoenen 5541-49 - Kleur Blauw - Maat 40,https://media.s-bol.com/mNWOvLQgNXGR/NOXoRQ8/550x476.jpg,klantbeoordeling: 5 van de 5 sterren,DE Stappers,['Goede kwaliteit'],[],Gweldige wandelschoenen. Zeer aangenaam voor de voeten omdat ze wat ruimte in de breedte bieden. Niet zwaar.
Meindl Eppan Gore-tex Dames Wandelschoenen 5541-49 - Kleur Blauw - Maat 40,https://media.s-bol.com/mNWOvLQgNXGR/NOXoRQ8/550x476.jpg,klantbeoordeling: 1 van de 5 sterren,Niet waterdicht!,[],"['voldoet niet aan verwachting', 'slechte kwaliteit', 'slechte prijs/kwaliteit verhouding']","Deze schoenen zijn niet waterdicht. Als ik een half uur door het natte gras gelopen heb, dan zijn mijn sokken nat. Zijn geretourneerd naar Meindl en getest. Volgens Meindl zijn ze wel waterdicht, dus zo retour gekregen. Een dure miskoop, want het probleem is niet opgelost. Had ze speciaal gekocht omdat ik veel door de weilanden loop. Verkoper kan er verder ook niks mee, dus ik heb een paar lekke wandelschoenen waar ik weinig aan heb. Voor mij geen schoenen van Meindl meer. Loop nu op regenlaarzen van 20 euro als t gras nat is. Lopen beroerd, maar zijn wel waterdicht."
Geweo Outdoorschoenen Heren - Middelhoge Waterdichte Wandelschoenen - Lichte Outdoorhardloopschoenen - Trekkingschoenen voor Dames - Waterdicht en Ademend - Universal - Bruin - Maat 42,https://media.s-bol.com/NKogZVMw36XL/LWrD5p/550x377.jpg,klantbeoordeling: 3 van de 5 sterren,Niet zo Comfortabel,[],[],lopen moelijk
Grisport Scout Mid Wandelschoenen Unisex - Black - Maat 45,https://media.s-bol.com/NOG5XvYBznzv/550x351.jpg,klantbeoordeling: 5 van de 5 sterren,Fijne wandelschoenen,"['Voldoet aan verwachting', 'Goede kwaliteit', 'Handig in gebruik']",[],Lopen fijn
Grisport Scout Mid Wandelschoenen Unisex - Black - Maat 45,https://media.s-bol.com/NOG5XvYBznzv/550x351.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,['Goede kwaliteit'],[],"Goede kwaliteit, dat is wat ik er goed aan vind."
Grisport Scout Mid Wandelschoenen Unisex - Black - Maat 45,https://media.s-bol.com/NOG5XvYBznzv/550x351.jpg,klantbeoordeling: 4 van de 5 sterren,Gewoon kopen,"['Voldoet aan verwachting', 'Goede kwaliteit']",[],Goede prijs-kwaliteitsverhouding. Valt iets aan de ruime kant. Ook geschikt voor iets bredere voet.
Grisport Scout Mid Wandelschoenen Unisex - Black - Maat 45,https://media.s-bol.com/NOG5XvYBznzv/550x351.jpg,klantbeoordeling: 5 van de 5 sterren,Zeer goed,"['voldoet aan verwachting', 'Goede kwaliteit']",[],"Wat ik vooral goed vind: voldoet aan verwachting, goede kwaliteit."
Grisport Scout Mid Wandelschoenen Unisex - Black - Maat 45,https://media.s-bol.com/NOG5XvYBznzv/550x351.jpg,klantbeoordeling: 5 van de 5 sterren,"niet twijfelen , goede koop","['voldoet aan verwachting', 'Goede kwaliteit', 'handig in gebruik']",[],stevige schoen goed voor te wandelen en niet duur
